Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,Predicted_Heating_Oil
10005,3,63,3,69.1,4,249.31466827755546
10006,4,81,8,39.4,5,175.61339624137983
10007,5,46,3,48.4,5,220.01185557745447
10008,0,43,5,66.0,4,271.49437738720167
10009,6,54,7,72.5,5,253.31842887969717
10010,1,41,9,23.6,2,181.75818347043273
10011,8,89,5,57.0,2,177.92759164480415
10012,7,41,4,36.2,3,186.8085796740984
10013,3,42,3,28.4,5,193.57962085055678
10014,3,88,8,36.1,3,161.1268416299134
10015,6,71,5,31.6,8,171.98247651730563
10016,0,73,3,27.6,4,174.45666995298825
10017,6,81,9,29.8,6,152.47258583045132
10018,0,42,2,30.8,2,200.8171118746025
10019,7,58,2,53.3,5,211.57555424968527
10020,2,80,7,16.4,2,131.93592394694855
10021,0,49,7,45.6,1,217.899657426679
10022,5,84,10,66.5,4,216.36318255402864
10023,4,83,10,54.6,1,189.32145120028878
10024,2,53,5,46.4,1,208.86277362609766
10025,7,78,3,53.9,7,201.6880932065419
10026,7,76,8,32.3,8,164.1045324560948
10027,4,89,5,40.8,5,172.51259703816734
10028,5,44,8,34.9,6,197.68371579533678
10029,6,64,2,23.1,1,141.0060131698316
10030,8,75,8,51.9,2,179.14138343168403
10031,0,87,10,65.9,7,241.71213587576966
10032,7,51,9,51.8,4,209.12391583733094
10033,5,84,4,25.7,2,135.32985861813128
10034,6,43,7,69.9,3,251.47090233492472
10035,1,67,6,70.4,7,264.58562615092245
10036,3,87,2,48.7,2,184.64663340504814
10037,2,90,9,22.3,5,143.28708311230264
10038,6,62,4,45.1,2,186.57587069076476
10039,6,77,9,55.0,6,203.32157431714901
10040,4,63,6,37.5,4,184.83797738281342
10041,5,72,10,15.9,4,131.22692255693983
10042,2,72,9,23.1,4,156.90492525313678
10043,3,79,3,65.5,2,222.71692447775945
10044,1,49,3,29.3,5,197.19402227206933
10045,2,77,6,68.6,4,239.40217709419463
10046,8,85,10,50.5,8,186.14409208193183
10047,7,43,4,57.5,6,234.63110947060284
10048,4,90,3,66.6,5,220.9488975217669
10049,8,66,5,27.7,6,154.75723830491336
10050,6,49,7,27.2,4,169.1022523481704
10051,5,46,6,57.6,8,245.70144360536275
10052,0,56,9,19.4,8,183.86859036163963
10053,4,50,7,44.4,2,202.23051097503256
10054,5,83,3,70.2,4,226.60020551521546
10055,2,45,7,59.4,3,245.69710235209766
10056,0,48,10,37.5,8,224.38728233050256
10057,5,57,2,35.9,4,184.36594147302372
10058,1,63,10,23.8,5,172.5569496381504
10059,8,84,1,51.1,5,181.83423771238776
10060,1,71,1,22.6,5,166.63498661276236
10061,6,57,8,18.7,3,142.83875924487984
10062,4,88,10,28.4,4,145.1424199164339
10063,6,72,6,25.6,6,153.22246385240453
10064,5,87,6,37.3,3,157.0779104605381
10065,7,40,9,37.2,3,187.80918637225332
10066,6,57,4,43.5,3,190.93047344898596
10067,8,72,8,56.3,6,202.5027208240096
10068,0,58,5,62.7,1,243.17514814420872
10069,1,65,8,72.5,3,257.0090124252924
10070,4,47,8,55.7,8,244.50810878127947
10071,8,70,1,29.5,8,162.41025316569056
10072,2,46,3,59.9,4,250.309054685832
10073,0,66,7,22.7,5,172.90618196256722
10074,6,68,1,66.2,5,231.67186360393606
10075,5,82,2,72.8,4,232.68986667106932
10076,4,42,3,19.0,7,178.21874417888793
10077,4,79,1,60.5,1,206.93456026084993
10078,0,42,3,55.9,8,266.54466778056343
10079,1,49,10,37.4,5,210.02786560858306
10080,2,67,7,50.1,3,209.5493855771115
10081,3,76,6,47.2,8,208.55443794056248
10082,7,61,3,51.3,8,214.32234708238283
10083,8,64,9,37.2,4,166.69263798388278
10084,1,85,4,25.2,7,164.903935066883
10085,7,81,1,36.6,7,167.2566476524658
10086,2,78,9,33.9,5,175.29738906954594
10087,5,74,8,15.4,4,129.28326982422442
10088,0,48,5,15.4,6,178.22732393140618
10089,3,55,8,33.8,2,181.60998485401797
10090,5,89,3,19.2,1,116.06577455326862
10091,7,64,6,44.6,6,191.85824597706812
10092,4,53,7,41.7,8,213.40513596554317
10093,4,63,4,49.7,7,217.9074196333576
10094,0,74,1,33.8,5,189.11203920031923
10095,7,86,6,38.8,5,159.16895703216488
10096,4,44,9,49.6,1,213.28033271095993
10097,2,45,4,69.2,4,268.3255180600146
10098,6,81,5,40.0,1,157.39977090307397
10099,5,40,8,20.6,4,167.87214327216105
10100,4,47,2,45.8,3,212.27112855216427
10101,6,57,5,23.7,1,147.02666328064552
10102,0,72,8,51.1,6,224.10028748057212
10103,3,75,7,68.5,6,242.904683498571
10104,2,72,4,59.5,6,233.4566901267807
10105,4,42,7,70.9,7,274.58268284772834
10106,0,55,6,18.7,7,181.30153859877453
10107,7,41,9,55.0,3,220.48652509462073
10108,2,60,7,25.8,2,166.5781398486826
10109,4,46,4,41.3,8,219.61803874175274
10110,0,51,5,64.9,5,265.78071667357443
10111,2,42,4,39.4,6,221.0082365575464
10112,7,68,5,57.6,1,197.63341211042598
10113,7,55,2,29.7,1,157.1347372176807
10114,0,68,4,53.2,1,217.15973039231594
10115,8,58,7,24.1,2,141.52684655348668
10116,4,52,4,34.1,4,188.44246339058958
10117,5,88,5,69.4,7,229.5672816481782
10118,3,66,8,72.4,2,244.99254089618512
10119,4,56,8,49.3,7,221.69874477775147
10120,4,85,3,32.1,8,169.60696522726272
10121,6,66,2,30.3,5,165.40623090609358
10122,5,85,4,65.4,7,224.920439196526
10123,4,74,6,22.7,4,147.64775815229027
10124,4,68,5,70.8,6,249.93289065572299
10125,5,64,7,72.6,2,239.56120446225248
10126,5,49,10,26.8,6,177.5018169943182
10127,5,40,7,31.8,6,195.57883981980606
10128,1,65,6,51.3,6,227.17338549778682
10129,4,64,3,39.5,8,201.32933022139537
10130,8,52,10,22.8,7,158.78924856584294
10131,2,67,10,33.0,3,176.30567788112998
10132,3,72,4,55.1,1,205.57879482341778
10133,3,90,6,32.9,5,160.36489004737987
10134,8,53,5,70.0,8,251.70123429225094
10135,1,73,3,70.4,1,241.74140250593535
10136,3,75,9,44.2,7,199.579962006686
10137,8,51,4,51.6,7,215.9533030141157
10138,6,53,2,38.4,3,185.40476652567912
10139,7,68,2,35.3,4,166.0720010094031
10140,8,82,9,34.9,2,140.84945567651306
10141,6,67,8,40.3,3,175.05068480846515
10142,1,53,3,67.0,7,271.0768109259745
10143,4,39,4,23.3,3,175.97843748721897
10144,3,59,7,56.1,2,220.56773800377957
10145,4,65,4,60.1,5,229.53394592588702
10146,6,71,6,50.9,1,186.0519280815916
10147,1,88,2,29.5,6,168.0201913585395
10148,2,83,5,41.8,2,177.92503090493003
10149,7,55,5,40.4,4,185.64940320268707
10150,3,89,3,40.4,4,173.24159778331742
10151,7,47,9,48.9,8,219.58346020697536
10152,2,81,5,17.1,8,151.89977770064928
10153,8,84,8,18.7,5,118.3909762072544
10154,1,41,2,22.0,2,181.16634461467714
10155,7,78,1,25.1,4,138.73821354419792
10156,4,80,9,57.1,4,206.31687543883226
10157,8,57,2,26.0,5,157.08215885221745
10158,1,84,1,54.2,4,212.00658538160081
10159,2,70,9,31.3,7,183.44278636510222
10160,6,79,1,32.4,7,164.9641650564627
10161,7,67,8,15.1,4,126.79889958555111
10162,6,59,5,68.3,2,232.46522920444778
10163,7,58,2,65.8,1,222.58418761291892
10164,4,50,8,24.7,3,167.91530154660282
10165,4,44,8,46.8,6,224.01989720179404
10166,0,72,9,50.1,2,209.33727956823543
10167,3,43,6,27.8,5,190.56485098079105
10168,0,87,9,46.2,5,198.68854356127832
10169,8,57,10,43.7,7,193.91740292542903
10170,6,42,3,47.8,7,224.61244839487804
10171,4,40,2,23.8,7,189.2987727070149
10172,8,51,1,45.9,5,199.98898428924866
10173,0,45,7,27.5,3,193.46490369143825
10174,6,86,10,34.3,7,159.5007022672234
10175,0,47,7,67.6,5,273.5616564804256
10176,0,65,10,17.6,5,163.11001762523267
10177,0,78,7,45.8,1,193.71566313360856
10178,8,44,6,51.9,8,224.8882979316771
10179,7,79,10,33.6,7,160.18687418680344
10180,0,47,10,38.9,1,205.93699630363585
10181,7,59,6,48.8,3,194.60280055681835
10182,4,51,5,43.4,4,206.45892676477212
10183,0,63,7,52.5,7,237.8386646221279
10184,4,90,2,56.9,2,193.6257375181167
10185,7,90,5,34.7,7,154.6721796099593
10186,2,84,5,39.0,5,181.20489455925522
10187,2,58,8,39.2,8,211.96392709300414
10188,4,40,8,25.1,4,180.27127342360131
10189,6,51,8,46.2,8,215.38047701858238
10190,3,82,1,65.3,4,226.75820910755937
10191,0,49,5,24.7,4,188.62904609059305
10192,4,56,1,65.8,3,242.66249699172894
10193,3,90,10,60.8,4,208.39416066617244
10194,6,47,7,66.3,1,235.03619495748046
10195,1,85,4,21.4,6,154.61365017242213
10196,6,65,7,44.3,4,187.7574258292857
10197,4,55,6,28.6,2,168.58436431264124
10198,1,60,6,67.7,2,249.76182005878866
10199,8,66,7,18.7,2,124.58120829303252
10200,4,90,8,21.1,6,136.65858858449906
10201,8,56,2,29.7,3,158.63076270863024
10202,0,62,3,48.2,5,225.70394468743632
10203,1,69,6,48.8,1,203.4101397461103
10204,3,39,4,50.1,2,227.24363919770425
10205,6,62,3,27.4,2,153.58589045869581
10206,5,38,7,46.7,3,215.93485805460105
10207,7,83,7,40.3,2,154.7885922237254
10208,0,54,6,58.0,1,237.36497635773082
10209,6,72,5,43.5,1,171.61389678639992
10210,6,53,9,41.0,2,184.74656994968754
10211,4,40,5,62.5,8,264.2813857515597
10212,4,62,8,51.2,3,207.66197569964976
10213,3,76,5,32.0,7,177.13950023384444
10214,8,51,9,46.1,6,200.7315647931706
10215,6,60,8,62.3,8,238.08070310800417
10216,1,41,9,29.9,5,203.023773099682
10217,5,82,1,50.9,6,198.05650963208421
10218,6,86,10,67.4,3,209.30707290793686
10219,7,88,10,42.1,8,171.706792696741
10220,8,57,5,35.6,1,161.59115584666438
10221,3,69,6,71.6,3,244.77037360666662
10222,0,51,2,18.1,7,184.94294487013775
10223,2,54,10,56.7,4,235.08528646397264
10224,7,70,8,59.6,2,201.80194506758002
10225,6,73,3,17.3,1,122.11416142393405
10226,4,68,8,18.6,3,141.18209655420978
10227,2,38,9,37.1,4,212.06758938271525
10228,4,51,10,70.1,7,264.415878302115
10229,3,80,8,58.7,7,223.0003900776751
10230,7,77,6,68.3,5,222.35110083852354
10231,2,44,9,34.4,3,198.7675101122837
10232,1,70,10,27.5,1,161.06335440670367
10233,3,43,3,35.7,4,203.34799313675876
10234,3,71,3,15.3,2,134.94633979511286
10235,1,59,8,44.7,6,219.13268137435546
10236,6,48,4,16.6,1,141.6228445954999
10237,3,62,2,24.7,6,173.1520615839624
10238,7,65,7,59.6,2,206.38248323858124
10239,6,82,2,58.5,5,204.9669812697344
10240,4,74,9,19.2,7,149.41835281010182
10241,2,86,7,38.8,8,187.8427609806451
10242,4,50,8,71.0,3,255.1160411556957
10243,1,43,1,45.7,6,236.98835954070555
10244,1,76,10,61.4,7,238.6291224448185
10245,3,52,7,52.3,8,238.13983617771143
10246,7,83,10,51.7,2,175.22136571260666
10247,6,38,7,21.7,2,161.79290841967506
10248,5,84,10,29.4,4,146.4895877484704
10249,5,61,6,20.6,6,157.04555032937967
10250,2,76,9,43.5,5,195.07172739869873
10251,0,69,7,47.7,5,217.45005547527995
10252,4,77,4,19.3,7,148.79563054342685
10253,7,56,3,72.4,8,258.2963755215419
10254,7,73,4,16.6,6,132.1930594511834
10255,5,61,9,67.4,1,228.48305992337885
10256,0,84,2,19.9,1,141.58416383831292
10257,1,43,8,20.9,1,172.19172266913972
10258,8,64,2,24.3,5,147.95196592113444
10259,0,54,9,33.7,5,203.0945774135954
10260,1,42,6,50.1,1,228.7253725925535
10261,1,49,5,52.8,2,231.36143540045853
10262,3,70,3,44.7,1,188.03136671961795
10263,2,49,9,39.5,1,197.87133518414547
10264,0,76,9,52.0,3,212.66145357625487
10265,5,68,7,18.2,7,149.38446875977547
10266,6,41,6,27.1,1,166.63494888484882
10267,3,41,3,68.9,5,270.70364539406654
10268,1,84,8,66.3,2,226.10712846408433
10269,5,43,9,53.7,4,227.32549809151527
10270,7,73,3,33.4,6,164.1798722323694
10271,3,67,1,54.8,4,219.6864589358128
10272,6,78,9,40.4,5,171.8438084297196
10273,6,90,4,37.4,6,160.89373513809068
10274,6,71,4,52.4,1,189.56888536206554
10275,5,71,9,15.9,4,132.41978192049044
10276,2,39,1,57.5,5,255.54266792736877
10277,6,57,8,29.6,2,160.2342383299798
10278,8,79,2,47.2,4,175.24427313507897
10279,3,43,8,32.9,6,202.61165744802764
10280,8,77,2,42.5,4,168.08620160656375
10281,0,55,5,56.4,2,236.9840005664641
10282,6,90,6,21.8,2,118.28736211497844
10283,5,89,1,44.9,1,165.16065620825765
10284,8,62,4,54.4,3,199.37698220095953
10285,2,64,10,18.3,7,163.69435595307382
10286,7,55,10,41.4,8,198.336773144896
10287,8,65,10,37.4,7,175.27671789071607
10288,2,52,10,62.8,4,248.26777622656329
10289,0,57,6,50.4,6,236.17759261857535
10290,1,38,6,44.3,2,224.32283736903747
10291,7,52,4,54.6,8,227.81385624307444
10292,2,83,7,59.7,2,210.9457485362574
10293,7,72,1,32.2,7,166.59202962840874
10294,8,81,3,26.0,3,130.14330487286756
10295,5,83,5,40.8,3,167.40337749623876
10296,5,40,7,32.6,1,181.41844438119583
10297,3,89,6,55.8,1,191.80765028168923
10298,0,84,8,68.9,6,247.46150948245042
10299,0,63,1,19.4,5,171.30740753266718
10300,3,80,4,31.6,4,163.94414475675146
10301,6,66,3,56.1,7,219.9184735794503
10302,8,50,2,42.0,3,186.8779201680101
10303,1,49,6,27.9,7,199.78630533333896
10304,5,85,1,34.5,2,152.09454858297434
10305,5,53,8,62.9,7,245.9296477475489
10306,2,68,7,29.2,3,169.33971300634948
10307,0,81,9,72.6,1,240.95775087146302
10308,3,70,3,63.3,8,244.99627854298785
10309,2,44,1,22.5,2,175.98932154299703
10310,6,86,7,36.0,6,160.60685553385255
10311,3,75,5,38.0,8,192.4201525005784
10312,8,46,1,38.8,5,190.8515471349645
10313,7,67,7,65.7,2,216.1772941937213
10314,8,58,10,60.8,3,212.74268898856738
10315,1,53,5,29.3,6,196.247884877722
10316,4,81,9,21.9,8,151.70847595631892
10317,1,77,5,68.0,1,233.141719643752
10318,8,68,4,51.6,4,192.15540587301314
10319,2,72,7,48.4,8,217.7801357321497
10320,4,38,9,44.5,1,208.75658586800247
10321,4,64,10,41.5,3,187.00741951664787
10322,0,68,9,21.6,4,165.3153186637816
10323,2,66,7,56.8,4,226.1484075571579
10324,6,39,4,53.9,2,222.62881451524754
10325,5,70,6,62.0,7,230.5288453650009
10326,5,56,2,26.0,3,163.43392592156016
10327,5,66,9,58.7,8,229.79695441825115
10328,8,80,3,40.7,4,161.8094092907702
10329,4,73,8,43.4,1,177.38861212929245
10330,3,47,8,53.0,3,227.67976105625328
10331,8,38,5,19.0,5,158.95211706941976
10332,3,57,4,67.5,8,263.57051328538887
10333,8,55,1,25.1,4,154.2934704068927
10334,6,56,1,25.4,8,174.39304180265862
10335,7,66,2,16.6,3,129.41311447816034
10336,5,79,7,17.2,3,125.65128378863761
10337,2,74,7,22.1,4,154.01957986805536
10338,3,61,10,17.9,7,161.5578646566228
10339,2,89,10,18.1,2,126.4775826631653
10340,8,87,1,37.2,2,143.71416066158713
10341,5,40,3,57.6,1,229.88683564624833
10342,3,79,1,25.7,2,148.45006867280065
10343,5,62,3,35.9,5,182.91882403850173
10344,3,64,5,41.9,6,202.81463043656413
10345,6,88,1,28.4,5,143.5415050478124
10346,0,61,3,46.7,2,214.32552422276342
10347,0,63,9,44.6,8,225.40146212784816
10348,8,65,4,24.5,8,156.1901061662798
10349,0,62,8,52.7,7,238.71632172324902
10350,4,79,10,21.3,5,142.52608230607956
10351,2,51,4,67.5,2,253.77540335783587
10352,1,64,10,72.3,8,272.45447942522856
10353,2,89,9,50.5,3,190.9786269346501
10354,8,78,7,19.5,8,134.72540453334136
10355,4,90,7,27.7,6,149.4348712574184
10356,2,65,1,54.2,6,230.44100490980338
10357,7,73,4,52.9,8,206.82678748591434
10358,7,71,6,37.4,6,172.36943386995895
10359,1,67,9,64.8,7,253.00084945935922
10360,7,57,2,27.1,6,166.211199704048
10361,0,74,2,54.7,7,234.39569388048903
10362,3,60,9,23.8,3,161.3290143721757
10363,5,60,5,66.2,8,250.38762106166908
10364,5,60,3,44.8,4,198.2413719178629
10365,3,78,2,49.7,6,206.6859789724607
10366,3,81,5,45.7,8,201.84070113583914
10367,8,89,1,20.3,3,113.32453034436972
10368,3,77,9,65.3,6,234.4921317963273
10369,7,52,6,49.3,1,195.20608964926456
10370,4,69,2,16.1,4,140.83577229712395
10371,7,48,2,22.5,2,152.63622167312784
10372,6,45,8,20.7,1,150.50172480373737
10373,8,81,4,64.6,1,196.22919650087752
10374,4,59,4,55.8,4,223.38348659023603
10375,8,61,10,57.8,7,217.08545691470005
10376,6,85,10,26.8,4,136.82196997415835
10377,7,85,2,60.7,2,193.24551134497324
10378,4,41,4,42.4,3,210.25725740387537
10379,5,39,6,59.9,1,234.02772256393075
10380,5,79,5,43.2,2,172.17776029856708
10381,0,89,5,59.2,7,229.12931323877956
10382,2,74,9,70.1,8,256.26387811773344
10383,3,81,4,69.2,6,240.1793539857714
10384,1,67,6,35.3,8,201.61222269130744
10385,6,61,5,31.7,1,158.70606691105112
10386,6,84,10,28.4,1,131.28204395415472
10387,7,48,3,44.6,8,212.7136216648927
10388,6,82,9,70.9,3,219.6325399436375
10389,7,49,1,63.0,6,240.94602942051694
10390,3,57,5,69.7,4,254.8343383481947
10391,8,39,6,32.9,1,171.40463049572762
10392,6,55,9,49.5,2,199.06150563618445
10393,8,59,9,56.1,6,212.79006022558968
10394,1,61,5,71.4,1,253.0959449096433
10395,8,82,6,63.7,8,214.92929585673434
10396,1,48,6,70.5,1,262.06491459791096
10397,7,46,8,37.6,8,199.49406562705406
10398,5,74,10,72.2,5,238.70109654610684
10399,5,41,5,58.9,3,237.06327899011973
10400,5,81,9,44.2,1,167.8501268163428
10401,8,53,5,15.3,1,126.74611296805483
10402,1,53,10,48.9,5,228.2991178055508
10403,8,83,7,20.7,8,132.75086838970657
10404,4,86,2,44.6,1,170.71435634088417
10405,2,60,8,41.1,1,191.91457461291552
10406,0,69,6,27.1,6,182.13167859596732
10407,7,58,1,41.1,3,182.67735172068416
10408,4,79,3,56.2,6,213.81122780952217
10409,0,51,4,19.8,2,171.7857168824104
10410,5,43,7,18.4,6,167.80071763080895
10411,1,40,9,25.0,7,200.90894628131608
10412,5,67,5,43.6,3,186.22757157929084
10413,3,71,7,33.4,5,177.05211737344825
10414,6,70,8,15.6,4,129.12372941247529
10415,2,74,10,30.9,7,178.95581377407086
10416,4,81,9,62.9,7,225.79385271385286
10417,7,72,2,71.9,3,228.48280361866557
10418,6,81,9,67.1,7,225.8562784334351
10419,4,87,1,30.4,4,152.8695671829522
10420,6,50,6,59.5,1,220.03435544140268
10421,4,79,8,40.2,2,169.41368167945325
10422,8,80,2,48.8,6,183.6776113937459
10423,3,54,7,35.4,8,204.61678512401488
10424,5,70,3,23.3,4,149.2793908474978
10425,2,87,5,24.8,5,151.92006412647248
10426,3,84,2,62.9,8,232.7319882567059
10427,0,62,3,22.5,8,186.70120456526072
10428,5,51,7,64.0,7,250.0411506481674
10429,0,57,2,42.1,6,221.92925323605135
10430,1,55,3,61.0,1,239.282135274982
10431,0,85,8,52.9,8,222.74726637783368
10432,3,57,2,19.9,4,162.07956915760357
10433,2,73,2,34.3,1,170.17323638665098
10434,8,40,3,28.1,3,168.82212178917345
10435,4,68,10,57.3,8,229.04433220635917
10436,1,54,1,19.7,4,172.43738342422535
10437,7,82,6,62.2,8,216.02811417978245
10438,3,51,10,65.5,7,259.6762021804938
10439,2,42,7,38.6,4,212.19686785573862
10440,1,44,5,39.7,7,226.59079010017808
10441,5,84,1,70.1,1,216.856564396818
10442,0,72,6,44.9,7,216.24859865108863
10443,1,38,8,64.4,3,264.6204234072545
10444,2,48,3,34.3,7,209.8008136904043
10445,8,81,4,58.0,2,186.93227422612532
10446,7,60,10,33.2,1,156.7244699814259
10447,2,51,5,65.7,1,246.90594941115108
10448,5,60,6,65.0,8,247.78161903430268
10449,3,43,9,71.6,1,259.48562539707325
10450,1,72,4,36.7,3,185.0391392495991
10451,5,83,2,62.5,2,206.17723685750843
10452,4,58,5,45.5,1,195.08533578223333
10453,8,87,6,71.7,3,210.09467610288146
10454,2,64,2,33.0,6,191.01421648965908
10455,0,71,3,67.9,8,264.58462008333095
10456,7,83,2,43.9,4,169.5653191021588
10457,8,69,3,61.0,5,212.49166843379868
10458,0,63,6,23.4,1,164.57756749723885
10459,7,78,10,68.2,4,216.7986632229567
10460,8,90,1,39.8,1,142.93678261182328
10461,3,80,5,24.3,2,143.58265089756136
10462,0,45,5,65.2,3,265.1604090032116
10463,2,74,8,40.3,2,181.68441127953196
10464,1,70,3,54.2,5,226.30500262078118
10465,1,75,3,42.6,7,206.48997604953473
10466,2,77,5,18.5,2,139.12367151584968
10467,5,66,7,69.3,3,234.78561428939068
10468,2,59,2,24.0,1,162.63124357398823
10469,3,52,7,49.7,7,230.10961364892898
10470,7,74,5,24.8,2,133.91027664051876
10471,5,74,8,71.0,5,237.13291350380433
10472,1,87,6,15.7,8,147.75947668130672
10473,3,38,1,35.9,2,202.38430655743596
10474,4,90,6,71.4,4,225.81790726293764
10475,0,62,5,41.0,2,202.0514289605523
10476,1,53,6,51.9,1,222.799349420582
10477,0,71,6,38.8,8,208.74028873056506
10478,7,59,9,36.1,4,172.77940893813692
10479,6,44,5,26.5,1,163.31009825810963
10480,1,49,9,60.1,1,240.59296874177136
10481,7,63,8,64.2,7,232.06105906478177
10482,0,78,7,57.0,2,217.94299928308644
10483,8,50,1,64.6,1,223.52152624368352
10484,5,78,5,43.3,8,192.01354294977793
10485,3,54,3,61.4,6,248.70172022084105
10486,7,46,8,57.3,7,233.4633353937958
10487,2,76,7,62.0,3,224.3393933866588
10488,5,63,5,40.8,3,184.34177153349177
10489,3,88,7,41.3,7,183.80006782212456
10490,4,55,4,28.4,2,168.89956657507074
10491,6,40,8,73.0,2,256.3707954870148
10492,7,40,3,17.6,7,165.50415531554998
10493,0,71,9,71.4,7,265.96740994328616
10494,0,70,5,24.1,3,166.58028043215901
10495,3,64,8,69.3,6,253.3815688011578
10496,7,47,9,26.4,7,174.07387011402557
10497,7,69,9,44.7,1,171.10706333076834
10498,3,87,1,16.0,1,120.27245286551963
10499,8,46,2,36.5,4,183.0404005359137
10500,6,76,4,59.7,3,205.34984105025447
10501,5,75,6,17.2,1,123.11806078481781
10502,3,39,2,25.9,5,191.7578563560026
10503,2,57,10,54.2,4,227.83606409655462
10504,4,55,10,48.7,6,217.59033323691986
10505,4,52,10,42.3,5,204.94400565574364
10506,3,78,2,68.7,1,226.80319607997336
10507,3,42,3,37.8,4,208.15002197855864
10508,3,61,4,17.9,5,157.3666611537922
10509,4,89,7,71.9,8,239.79426290139503
10510,2,66,4,70.0,7,261.44717477412206
10511,0,85,3,68.5,8,253.85777544009306
10512,8,53,7,28.5,2,154.04834040362084
10513,4,72,3,31.0,6,172.27835604331358
10514,0,77,2,37.9,1,181.41353723652796
10515,4,80,9,26.4,4,148.496946583559
10516,2,38,5,19.6,3,177.35868446017741
10517,5,54,6,53.7,3,215.9137796196108
10518,5,43,1,69.5,3,256.71708246330576
10519,5,60,6,35.0,7,188.1466391558627
10520,3,61,4,34.5,8,198.03111942178137
10521,2,61,3,47.9,2,208.73779402814958
10522,3,72,6,26.6,1,151.2104343151791
10523,8,49,8,68.3,7,247.71591836011402
10524,7,71,10,43.3,3,172.6973863116886
10525,1,80,5,19.1,5,151.0371020826846
10526,1,40,1,18.0,6,187.35934570521633
10527,5,88,3,64.7,8,224.54067077579276
10528,5,55,9,21.9,1,147.87054676924745
10529,2,82,1,18.5,3,139.40625238976742
10530,7,49,7,58.9,4,224.88167022802955
10531,7,50,2,30.3,7,181.29989132870818
10532,6,45,10,69.7,6,257.7628290946267
10533,4,83,6,44.4,6,187.16178342116976
10534,3,44,5,22.4,8,189.2938525045009
10535,1,63,1,64.8,6,256.02262482383424
10536,5,57,2,45.9,3,200.06637378386483
10537,0,58,7,19.0,1,160.1793310040432
10538,6,46,6,45.3,7,215.47848734053352
10539,4,47,8,40.2,4,202.78195361201637
10540,2,52,4,17.1,4,164.27270577043737
10541,3,75,6,19.4,6,150.7764046979164
10542,1,85,9,48.1,3,193.77007729089
10543,5,65,8,35.6,6,181.21677176953358
10544,4,86,8,42.5,2,167.81702996729837
10545,8,54,3,16.6,4,138.43973569515722
10546,3,75,7,67.8,4,235.31947231230023
10547,5,42,5,24.3,7,183.58491069044564
10548,5,83,10,62.3,3,206.16646323953756
10549,3,55,1,41.0,3,200.72535741638345
10550,0,73,1,55.5,3,224.56157854190855
10551,7,51,10,44.2,1,185.06398565024207
10552,4,90,2,33.7,8,168.73172286720867
10553,4,53,5,72.9,8,272.85863679655836
10554,7,67,2,17.9,2,127.88117493597015
10555,3,42,9,72.6,8,284.1498755590222
10556,3,69,3,29.0,8,181.24308229254197
10557,4,88,5,45.8,3,176.50960179073178
10558,0,84,6,50.8,2,201.5304318442599
10559,7,59,1,61.6,7,232.97351371174477
10560,0,54,9,68.8,5,269.2014016096896
10561,2,40,2,60.6,3,253.9214615355291
10562,4,77,6,55.5,5,210.01545777839198
10563,0,68,10,59.6,7,245.93828279134823
10564,5,73,9,15.3,8,142.1295942798426
10565,7,50,6,25.9,3,159.09555439521876
10566,0,61,3,35.5,6,205.7652917556814
10567,7,77,1,24.3,6,144.34526647523327
10568,2,73,5,32.1,4,174.3922319406142
10569,4,55,1,58.7,2,227.00396029351504
10570,4,38,2,47.8,5,229.92701795135054
10571,5,74,7,45.4,3,182.997347891394
10572,3,79,2,48.1,8,209.09248425598514
10573,7,73,1,60.9,2,204.1311644899594
10574,3,46,2,27.2,6,191.41124007559486
10575,7,48,6,16.9,1,137.5720845833975
10576,6,48,4,33.8,6,189.68417551928664
10577,6,77,9,57.5,4,201.76319610602073
10578,3,57,3,47.9,6,220.73525950137073
10579,6,68,8,69.1,5,234.71210335584323
10580,5,71,8,31.2,5,164.71493748105758
10581,2,63,7,48.0,6,218.38221745406236
10582,1,60,1,41.3,2,201.77014632230288
10583,7,81,2,53.2,6,195.04148331285032
10584,8,52,9,39.9,5,185.0742354654902
10585,4,54,6,55.2,2,219.5293331203758
10586,4,45,1,50.0,7,234.75480884336872
10587,0,57,6,26.4,2,178.44266235909
10588,1,59,10,31.8,5,191.01171088345723
10589,6,78,10,22.9,5,138.53862593522115
10590,5,87,10,47.1,4,177.28474853663934
10591,3,85,1,47.1,2,183.67299598289017
10592,3,86,10,21.3,4,137.38811993670794
10593,7,39,2,42.1,2,197.17285096263942
10594,8,60,3,26.5,6,158.27057347378673
10595,7,63,9,61.3,3,213.71961907345423
10596,2,78,4,72.2,4,246.0273238127432
10597,7,62,1,65.5,6,234.64453655813256
10598,3,67,1,72.5,1,243.62211662013215
10599,6,74,7,20.3,4,134.93390119895318
10600,6,39,7,29.0,3,177.82812217883537
10601,2,48,5,50.5,8,242.7531970401664
10602,7,61,5,46.2,8,204.0252027048736
10603,0,70,6,59.4,6,242.11810423694914
10604,4,42,8,29.2,3,183.16589303279815
10605,1,41,10,21.9,3,181.34390952717948
10606,6,39,9,66.5,4,250.89661251938966
10607,5,87,8,65.6,8,225.35293894347444
10608,2,71,3,44.6,5,203.45368771334492
10609,5,85,3,71.2,1,217.38948920678467
10610,0,44,10,38.9,5,221.01143835514048
10611,1,83,7,29.2,5,166.82665523151422
